Item,Year,Value
Seed cotton unginned,2003,960
Seed cotton unginned,2004,993.3
Seed cotton unginned,2005,1132.6
Seed cotton unginned,2006,1315.1
Seed cotton unginned,2007,1461.3
Seed cotton unginned,2008,1257.6
Seed cotton unginned,2009,1237.7
Seed cotton unginned,2010,1594
Seed cotton unginned,2011,1574.8
Seed cotton unginned,2012,1517.4
Seed cotton unginned,2013,1617.9
Seed cotton unginned,2014,1413.1
Seed cotton unginned,2015,1343.1
Seed cotton unginned,2016,1598.2
Seed cotton unginned,2017,1401.9
Seed cotton unginned,2018,1164.5
Seed cotton unginned,2019,1471.2
Seed cotton unginned,2020,1315.7
Seed cotton unginned,2021,1294.9
Seed cotton unginned,2022,1212.5
Seed cotton unginned,2023,1268.7
Sesame seed,2000,301
Sesame seed,2001,417.7
Sesame seed,2002,305.5
Sesame seed,2003,460
Sesame seed,2004,365.6
Sesame seed,2005,372
Sesame seed,2006,375.2
Sesame seed,2007,420.7
Sesame seed,2008,353.9
Sesame seed,2009,303
Sesame seed,2010,429.5
Sesame seed,2011,425.9
Sesame seed,2012,401.5
Sesame seed,2013,426.1
Sesame seed,2014,465.7
Sesame seed,2015,436.6
Sesame seed,2016,393.2
Sesame seed,2017,448.1
Sesame seed,2018,478.2
Sesame seed,2019,485.4
Sesame seed,2020,405.2
Sesame seed,2021,474.2
Sesame seed,2022,484.8
Sesame seed,2023,526.7
Sorghum,2000,763.9
Sorghum,2001,771.5
Sorghum,2002,760.2
Sorghum,2003,754
Sorghum,2004,716.1
Sorghum,2005,796.8
Sorghum,2006,880.3
Sorghum,2007,844.3
Sorghum,2008,1020.9
Sorghum,2009,962.1
Sorghum,2010,860.2
Sorghum,2011,948.7
Sorghum,2012,956.8
Sorghum,2013,850.2
Sorghum,2014,956.8
Sorghum,2015,884.7
Sorghum,2016,697.4
Sorghum,2017,812.2
Sorghum,2018,956
Sorghum,2019,849.1
Sorghum,2020,989.3
Sorghum,2021,1099.2
Sorghum,2022,1092
Sorghum,2023,1079.1
Soya beans,2000,822.2
Soya beans,2001,940
Soya beans,2002,762.4
Soya beans,2003,1192.9
Soya beans,2004,908.2
Soya beans,2005,1073.4
Soya beans,2006,1062.8
Soya beans,2007,1235.1
Soya beans,2008,1041.5
Soya beans,2009,1023.6
Soya beans,2010,1333
Soya beans,2011,1199.8
Soya beans,2012,1353
Soya beans,2013,1012.3
Soya beans,2014,935.8
Soya beans,2015,734.4
Soya beans,2016,1177
Soya beans,2017,1176.6
Soya beans,2018,1058.5
Soya beans,2019,1191.9
Soya beans,2020,920.7
Soya beans,2021,976.2
Soya beans,2022,1069.2
Soya beans,2023,1145.3
Sugar cane,2000,70934.9
Sugar cane,2001,68576.6
Sugar cane,2002,67369.6
Sugar cane,2003,63576.1
Sugar cane,2004,59379.9
Sugar cane,2005,64751.7
Sugar cane,2006,66928.1
Sugar cane,2007,69033
Sugar cane,2008,68877.2
Sugar cane,2009,64553.5
Sugar cane,2010,70019.1
Sugar cane,2011,69246.6
Sugar cane,2012,71634.3
Sugar cane,2013,68240
Sugar cane,2014,70569.5
Sugar cane,2015,71466.1
Sugar cane,2016,70393.5
Sugar cane,2017,69001.4
Sugar cane,2018,80198.4
Sugar cane,2019,80104.5
Sugar cane,2020,80496.6
Sugar cane,2021,83566.2
Sugar cane,2022,84906.3
Sugar cane,2023,83348.7
Sunflower seed,2000,602
Sunflower seed,2001,577.4
Sunflower seed,2002,531.4
Sunflower seed,2003,464.4
Sunflower seed,2004,549.2
Sunflower seed,2005,615.1
Sunflower seed,2006,568.5
Sunflower seed,2007,766
Sunflower seed,2008,638.8
Sunflower seed,2009,576.1
Sunflower seed,2010,700
Sunflower seed,2011,708.2
Sunflower seed,2012,663.4
Sunflower seed,2013,750.6
Sunflower seed,2014,786.2
Sunflower seed,2015,629.8
Sunflower seed,2016,529.5
Sunflower seed,2017,659.6
Sunflower seed,2018,781.8
Sunflower seed,2019,825.5
Sunflower seed,2020,931
Sunflower seed,2021,1010.8
Sunflower seed,2022,922.7
Sunflower seed,2023,996.4
Sweet potatoes,2000,9742.1
Sweet potatoes,2001,8836.8
Sweet potatoes,2002,8569.4
Sweet potatoes,2003,8569.4
Sweet potatoes,2004,8858.8
Sweet potatoes,2005,8847.7
Sweet potatoes,2006,8684.9
Sweet potatoes,2007,8697.6
Sweet potatoes,2008,8894.3
Sweet potatoes,2009,9008
Sweet potatoes,2010,9206.9
Sweet potatoes,2011,9245.6
Sweet potatoes,2012,9717.4
Sweet potatoes,2013,10128.8
Sweet potatoes,2014,10275.6
Sweet potatoes,2015,11476.6
Sweet potatoes,2016,11539.7
Sweet potatoes,2017,11406.3
Sweet potatoes,2018,11450.4
Sweet potatoes,2019,10509.1
Sweet potatoes,2020,10564.8
Sweet potatoes,2021,10575.5
Sweet potatoes,2022,11065.4
Sweet potatoes,2023,11718.2
Tangerines mandarins clementines,2011,10046.3
Tangerines mandarins clementines,2012,9507.6
Tangerines mandarins clementines,2013,9344.1
Tangerines mandarins clementines,2014,10397
Tangerines mandarins clementines,2015,12371.2
Tangerines mandarins clementines,2016,10360.2
Tangerines mandarins clementines,2017,10824.4
Tangerines mandarins clementines,2018,11918.2
Tangerines mandarins clementines,2019,13311.3
Tangerines mandarins clementines,2020,13497.8
Tangerines mandarins clementines,2021,13037.7
Tangerines mandarins clementines,2022,13883.3
Tangerines mandarins clementines,2023,13430.4
Tea leaves,2000,7328.6
Tea leaves,2001,7307.5
Tea leaves,2002,7280.4
Tea leaves,2003,7127.9
Tea leaves,2004,7350
Tea leaves,2005,7568.1
Tea leaves,2006,7426.1
Tea leaves,2007,7460.1
Tea leaves,2008,7418
Tea leaves,2009,7304
Tea leaves,2010,7442.1
Tea leaves,2011,7938.3
Tea leaves,2012,8157
Tea leaves,2013,9319.5
Tea leaves,2014,8690.4
Tea leaves,2015,9460.7
Tea leaves,2016,9415
Tea leaves,2017,9267.9
Tea leaves,2018,9357.1
Tea leaves,2019,9484.9
Tea leaves,2020,9767.2
Tea leaves,2021,9951.9
Tea leaves,2022,10101.1
Tea leaves,2023,10250.4
Tomatoes,2000,16152.2
Tomatoes,2001,15739.1
Tomatoes,2002,16289.7
Tomatoes,2003,15907.9
Tomatoes,2004,16160.7
Tomatoes,2005,17462.2
Tomatoes,2006,17982.8
Tomatoes,2007,16870.8
Tomatoes,2008,18203.2
Tomatoes,2009,18609.2
Tomatoes,2010,19598.4
Tomatoes,2011,19105.2
Tomatoes,2012,20565.6
Tomatoes,2013,20712.5
Tomatoes,2014,21241.8
Tomatoes,2015,21362.5
Tomatoes,2016,24201.6
Tomatoes,2017,25982.4
Tomatoes,2018,25043.1
Tomatoes,2019,24336.7
Tomatoes,2020,25122.2
Tomatoes,2021,25066.3
Tomatoes,2022,24548
Tomatoes,2023,24057.7
Unmanufactured tobacco,2000,1199.8
Unmanufactured tobacco,2001,1307.7
Unmanufactured tobacco,2002,1571.4
Unmanufactured tobacco,2003,1484.8
Unmanufactured tobacco,2004,1487.4
Unmanufactured tobacco,2005,1498.2
Unmanufactured tobacco,2006,1481.2
Unmanufactured tobacco,2007,1405.4
Unmanufactured tobacco,2008,1400
Unmanufactured tobacco,2009,1594.2
Unmanufactured tobacco,2010,1553.1
Unmanufactured tobacco,2011,1693.9
Unmanufactured tobacco,2012,1782.6
Unmanufactured tobacco,2013,1716.1
Unmanufactured tobacco,2014,1694.7
Unmanufactured tobacco,2015,1712.5
Unmanufactured tobacco,2016,1717.4
Unmanufactured tobacco,2017,1724
Unmanufactured tobacco,2018,1738.5
Unmanufactured tobacco,2019,1754.3
Unmanufactured tobacco,2020,1775.2
Unmanufactured tobacco,2021,1793.7
Unmanufactured tobacco,2022,1808.5
Unmanufactured tobacco,2023,1823.4
Walnuts in shell,2000,1026.5
Walnuts in shell,2001,960.3
Walnuts in shell,2002,993.4
Walnuts in shell,2003,1016.4
Walnuts in shell,2004,1114.8
Walnuts in shell,2005,1039
Walnuts in shell,2006,1168.8
Walnuts in shell,2007,1071.4
Walnuts in shell,2008,1201.3
Walnuts in shell,2009,1168.8
Walnuts in shell,2010,1233.8
Walnuts in shell,2011,1168.8
Walnuts in shell,2012,1269.8
Walnuts in shell,2013,1161.3
Walnuts in shell,2014,1387.1
Walnuts in shell,2015,1129
Walnuts in shell,2016,1064.5
Watermelons,2000,12750
Watermelons,2001,13094
Watermelons,2002,13148
Watermelons,2003,13205.3
Watermelons,2004,13259.5
Watermelons,2005,13410.3
Watermelons,2006,13489.1
Watermelons,2007,13569.1
Watermelons,2008,13649.4
Watermelons,2009,13729
Watermelons,2010,13807.1
Watermelons,2011,21313.1
Watermelons,2012,24323.9
Watermelons,2013,22086.4
Watermelons,2014,24133.3
Watermelons,2015,24101.1
Watermelons,2016,24473.7
Watermelons,2017,23978
Watermelons,2018,24950.5
Watermelons,2019,24950
Watermelons,2020,27215.5
Watermelons,2021,27344.5
Watermelons,2022,27566.7
Watermelons,2023,28777.8
Wheat,2000,2778.5
Wheat,2001,2708.1
Wheat,2002,2762.1
Wheat,2003,2610
Wheat,2004,2713.2
Wheat,2005,2601.6
Wheat,2006,2618.8
Wheat,2007,2707.9
Wheat,2008,2802.2
Wheat,2009,2907.1
Wheat,2010,2839.5
Wheat,2011,2988.6
Wheat,2012,3177.5
Wheat,2013,3153.8
Wheat,2014,3145.7
Wheat,2015,2749.6
Wheat,2016,3033.9
Wheat,2017,3199.9
Wheat,2018,3368.2
Wheat,2019,3533.4
Wheat,2020,3439.8
Wheat,2021,3520.8
Wheat,2022,3537.3
Wheat,2023,3520.7
